Dateiname	Sprachtyp	Level	URL	Verfasser_in 	Datum	Herausgeber_in	Überprüfung	Siegel	URL_Standard	Dateiname_Standard	Verfasser_in_Standard	Lizenz	Korpus	Textsorte	Herausgeber_in_anno	Kommentar_Textsorte
p_550_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/eltern-beitrag-fuer-die-kinder-tages-einrichtung	NA	2017	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/elternbeitraege-der-kindertageseinrichtungen	p_550_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_551_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/eltern-beitrag-fuer-die-kinder-tages-pflege	NA	2017	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/elternbeitraege-fuer-die-kindertagespflege	p_551_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_552_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/eltern-geld-stelle-internet-dienst-telefon-beratung	NA	2020	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/leben-in-koeln/familie-kinder/online-verfahren-telefonische-beratung-der-elterngeldstelle	p_552_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_553_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/pflege-eltern-werden	NA	2019	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/pflegeeltern-werden	p_553_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_554_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/platz-im-kinder-garten-vormerken	NA	2017	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/vormerkung-eines-kindergartenplatzes	p_554_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_555_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/tages-pflege-fuer-ihr-kind	NA	2018	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/tagespflege-fuer-ihr-kind-2	p_555_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_556_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/unterhalts-vorschuss	NA	2019	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/unterhaltsvorschuss-1	p_556_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_557_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/vaterschaft-anerkennen	NA	2018	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/vaterschaftsanerkennung	p_557_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_559_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/betreuungs-verfuegung	NA	2015	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/betreuungsverfuegung-wir-beraten-sie-1	p_559_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_560_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/foerderung-fuer-selbsthilfe-gruppen-im-sozialen-bereich	NA	2015	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/selbsthilfegruppen-im-sozialen-bereich-foerderung	p_560_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_561_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/gesetzliche-betreuung	NA	2015	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/leben-in-koeln/soziales/gesetzliche-betreuung	p_561_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_562_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/grad-der-behinderung-gdb	NA	2015	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/grad-der-behinderung	p_562_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_563_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/merk-zeichen-im-schwer-behinderten-ausweis	NA	2015	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/merkzeichen-im-schwerbehindertenausweis	p_563_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_564_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/schwer-behinderten-ausweis	NA	2015	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/schwerbehindertenausweis	p_564_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_565_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/schwer-behinderten-ausweis-beiblatt-mit-wert-marke	NA	2015	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/schwerbehindertenausweis-beiblatt-mit-wertmarke	p_565_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_566_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/schwer-behinderten-stelle-internet-dienst-telefon-beratung	NA	2020	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/online-verfahren-telefonische-beratung-der-schwerbehindertenstelle	p_566_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_567_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/tages-pflege-hilfe-bei-den-kosten	NA	2015	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/tagespflege-antrag-auf-uebernahme-der-kosten-1	p_567_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_569_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/kinder-einschulen	NA	2018	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/einschulung-von-schulkindern	p_569_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_570_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/offene-ganz-tags-schulen	NA	2017	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/offene-ganztagsschulen	p_570_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_571_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/schul-abschluss-nachholen	NA	2018	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/schulabschluss-nachholen	p_571_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_572_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/beratungs-telefon-fuer-menschen-mit-behinderung-senioren-und-seniorinnen	NA	2015	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/beratungstelefon-fuer-senioren-und-menschen-mit-behinderung-1	p_572_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_575_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/senioren-beratung	NA	2015	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/seniorenberatung	p_575_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_577_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/vorsorge-vollmacht	NA	2015	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/vorsorgevollmacht-wir-beraten-sie-1	p_577_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_578_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/eltern-geld	NA	2017	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/elterngeld-1	p_578_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_579_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/soziale-leistungen-fuer-auslaender	NA	2014	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/soziale-leistungen-fuer-auslaender	p_579_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_580_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/beratung-fuer-menschen-aus-dem-ausland-zum-anmelden-einer-ehe	NA	2017	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/beratung-vor-anmeldung-einer-eheschliessung-bei-auslaendischer-staatsangehoerigkeit	p_580_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_581_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/deutsch-werden-bei-geburt-deutschland	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/erwerb-der-deutschen-staatsangehoerigkeit-durch-geburt-deuts	p_581_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_582_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/doppel-namen	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/doppelnamen	p_582_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_583_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/ehe-anmelden	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/anmeldung-zur-eheschliessung	p_583_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_584_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/ehe-faehigkeits-zeugnis-fuer-eine-heirat-im-ausland	NA	2017	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/ehefaehigkeitszeugnis-zur-eheschliessung-im-ausland-1	p_584_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_585_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/ehe-namen-bestimmen	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/bestimmung-eines-ehenamens	p_585_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_586_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/ehe-urkunde-bestellen	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/bestellung-einer-eheurkunde	p_586_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_587_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/geburt-von-einem-im-ausland-geborenen-kind-eintragen-lassen	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/eintragung-der-geburt-eines-im-ausland-geborenen-kindes-1	p_587_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_588_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/geburts-namen-oder-frueheren-namen-wieder-bekommen	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/wiederannahme-des-geburtsnamens	p_588_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_589_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/geburts-urkunde-beantragen	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/beurkundung-von-geburten-1	p_589_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_591_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/lebens-partnerschaft-eine-ehe-umwandeln	NA	2019	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/anmeldung-einer-lebenspartnerschaft	p_591_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_592_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/lebens-partnerschafts-urkunde-bestellen	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/bestellung-einer-lebenspartnerschaftsurkunde	p_592_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_593_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/papiere-im-amt-beglaubigen-lassen	NA	2016	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/beglaubigungen-1	p_593_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_594_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/sterbe-urkunde-beantragen	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/beurkundung-von-sterbefaellen	p_594_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_595_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/trau-termin-im-internet-vormerken	NA	2019	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/leben-in-koeln/familie-kinder/ehe-lebenspartnerschaft/trautermin-online	p_595_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_596_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/urkunden-service-vom-standes-amt	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/urkundenservice-des-standesamtes	p_596_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_598_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/weitere-geburts-urkunde-bestellen	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/bestellung-von-geburtsurkunden	p_598_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_599_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/weitere-sterbe-urkunde-bestellen	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/bestellung-von-sterbeurkunden-1	p_599_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_600_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/fischer-pruefung	NA	2017	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/fischerpruefung-1	p_600_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_601_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/nachweis-fuer-hunde	NA	2016	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/sachkundenachweis-fuer-hundehalterinnen-und-halter	p_601_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_602_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/trink-wasser	NA	2018	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/trinkwasser	p_602_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_603_easy	Leicht	A1	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/kommunal-wahl	NA	2014	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/kommunal	p_603_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_604_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/leit-linien-zur-buerger-beteiligung	NA	2017	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/politik-und-verwaltung/mitwirkung/systematische-oeffentlichkeitsbeteiligung/ueberblick	p_604_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_605_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohn-berechtigungs-schein-wbs	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkte/wohnberechtigungsschein	p_605_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_606_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohn-geld	NA	2018	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkte/wohngeld	p_606_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_607_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohnsitz-abmelden	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkt/abmeldung-ihres-wohnsitzes-3	p_607_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_608_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohnsitz-zu-einer-anderen-adresse-koeln-ummelden	NA	2013	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkte/ummeldung-ihres-wohnsitzes	p_608_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_610_easy	Leicht	A1	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohnungs-vermittlung	NA	2014	Stadt Köln 	NA	NA	https://www.stadt-koeln.de/service/produkte/wohnungsberatung	p_610_standard	NA	CC BY-NC	Regina Stodden	Fachexterne Kommunikation	Sonstige Behörde	NA
p_813_plain	Einfach	NA	https://kurier.at/einfache-sprache/universitaet-wien-aufnahmepruefungen-in-bestimmten-faechern/400136477	 Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/politik/inland/uni-wien-mit-neuen-professoren-und-neuen-beschraenkungen/400135862	p_813_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_815_plain	Einfach	NA	https://kurier.at/einfache-sprache/oesterreichische-regierung-informierte-ueber-ihre-plaene/400136207	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/politik/inland/vorrang-fuer-e-autos-symbole-verbot-das-plant-die-regierung/400135421	p_815_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_818_plain	Einfach	NA	https://kurier.at/einfache-sprache/australien-schafft-steuer-auf-tampons-ab/400135478	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/leben/australien-schafft-tampon-steuer-endgueltig-ab/400135040	p_818_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_819_plain	Einfach	NA	https://kurier.at/einfache-sprache/die-ergebnisse-der-landtags-wahlen-in-bayern/400146149	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/politik/ausland/bayern-debakel-fuer-csu-und-spd-gruene-im-glueck/400145579	p_819_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_820_easy	Leicht	NA	http://rechtleicht.at/?p=419	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=419	p_820_standard	NA	CC BY-NC 4.0	WebCorpus	Roman/Erzählung	Bildungseinrichtung	NA
p_822_plain	Einfach	NA	https://kurier.at/einfache-sprache/fast-900-000-menschen-haben-fuer-das-rauchverbot-unterschrieben/400141580	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/politik/inland/fast-900000-fuer-dont-smoke-oevp-stimmen-fuer-volksentscheid/400140089	p_822_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_823_easy	Leicht	NA	http://rechtleicht.at/?p=327	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=327	p_823_standard	NA	CC BY-NC 4.0	WebCorpus	Roman/Erzählung	Bildungseinrichtung	NA
p_824_easy	Leicht	NA	http://rechtleicht.at/?p=387	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=387	p_824_standard	NA	CC BY-NC 4.0	WebCorpus	Fachexterne Kommunikation	Bildungseinrichtung	NA
p_825_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Mobilitaet/Schwerbehinderung/schwerbehinderung_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Mobilitaet/Schwerbehinderung/schwerbehinderung_node.html	p_825_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_828_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Ausb_Arbeit/Pers_Budget/pers_budget_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Ausb_Arbeit/Pers_Budget/pers_budget_node.html	p_828_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_831_easy	Leicht	NA	http://rechtleicht.at/?p=1457	inklusiven Lehrredaktion	2017	Bundesministerium für Bildung	SeiLais GesbR. Leicht Lesen – Texte besser verstehen	NA	http://rechtleicht.at/?p=1457	p_831_standard	NA	CC BY-NC 4.0	WebCorpus	Wahlprogramm/Parteiprogramm	Bildungseinrichtung	NA
p_832_plain	Einfach	NA	https://kurier.at/einfache-sprache/friedens-nobelpreis-2018-fuer-kaempfer-gegen-sexuelle-gewalt/400139633	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/chronik/welt/friedensnobelpreis-bekanntgabe-der-gewinner/400136927	p_832_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_836_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Schwerbehinderung/Gleichstellung/gleichstellung_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Schwerbehinderung/Gleichstellung/gleichstellung_node.html	p_836_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_837_easy	Leicht	NA	http://rechtleicht.at/?p=384	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=384	p_837_standard	NA	CC BY-NC 4.0	WebCorpus	Roman/Erzählung	Bildungseinrichtung	NA
p_839_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Kindheit_Familie/Fruehfoerderung/fruehfoerderung_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Kindheit_Familie/Fruehfoerderung/fruehfoerderung_node.html	p_839_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_841_plain	Einfach	NA	https://kurier.at/einfache-sprache/gratis-wassermelonen-am-schwender-markt-in-wien/400136405	Inklusive Lehrredaktion	2018	Kurier	NA	NA	https://kurier.at/apa-ots/chronik/unverschwendet-verschenkt-4-tonnen-gerettete-wassermelonen/400135376	p_841_standard	NA	CC BY-NC 4.0	WebCorpus	Nachrichten	Zeitungsverlag	NA
p_843_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Kindheit_Familie/Vorsorge/vorsorge_inhalt.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Kindheit_Familie/Vorsorge/vorsorge_node.html	p_843_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_845_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Ausb_Arbeit/Berufsausbildung/berufsausbildung_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Ausb_Arbeit/Berufsausbildung/berufsausbildung_node.html	p_845_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_846_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Gesundh_Pflege/Finanzielles/finanzielles_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Gesundh_Pflege/Finanzielles/finanzielles_node.html	p_846_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_847_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Bauen_Wohnen/Barrierefrei_Wohnen/barrierefrei_wohnen_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Bauen_Wohnen/Barrierefrei_Wohnen/barrierefrei_wohnen_node.html	p_847_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_848_easy	Leicht	NA	http://rechtleicht.at/?p=2193	NA	2017	Bundesministerium für Bildung	SeiLais GesbR. Leicht Lesen – Texte besser verstehen.	NA	http://rechtleicht.at/?p=2193	p_848_standard	NA	CC BY-NC 4.0	WebCorpus	Wahlprogramm/Parteiprogramm	Bildungseinrichtung	NA
p_850_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Finanz_Leistungen/Wohnen/wohnen_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Finanz_Leistungen/Wohnen/wohnen_node.html	p_850_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_852_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Alter/Betreuung/betreuung_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Alter/Betreuung/betreuung_node.html	p_852_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
p_853_easy	Leicht	NA	http://rechtleicht.at/?p=331	NA	2017	Bundesministerium für Bildung	NA	NA	http://rechtleicht.at/?p=331	p_853_standard	NA	CC BY-NC 4.0	WebCorpus	Roman/Erzählung	Bildungseinrichtung	NA
p_855_easy	Leicht	NA	http://www.einfach-teilhaben.de/DE/LS/Finanz_Leistungen/Arbeitslos/arbeitslos_node.html	NA	2018	Bundesministerium für Arbeit und Soziales	NA	NA	http://www.einfach-teilhaben.de/DE/StdS/Finanz_Leistungen/Arbeitslos/arbeitslos_node.html	p_855_standard	NA	CC BY-NC	WebCorpus	Fachexterne Kommunikation	Bundesregierung/Bundesbehörde	NA
